,label_predicted,labels,memebership,confidence_scores_original,confidence_scores_prediction
2005,34,38,1,6.209451157701551e-07,0.9024960398674011
2006,41,41,0,0.29235440492630005,0.29235440492630005
2007,29,41,0,0.0038819636683911085,0.9546661972999573
2008,23,36,1,0.0013756585540249944,0.9472976922988892
2009,29,17,0,2.8870383630419383e-06,0.9957168698310852
2010,11,37,1,0.05826684832572937,0.9272319674491882
2011,29,36,1,0.13052912056446075,0.850338339805603
2012,29,21,1,9.96542348730145e-06,0.9985902905464172
2013,29,17,0,8.039847671170719e-06,0.9929900169372559
2014,29,6,0,0.00029810777050442994,0.6786801815032959
2015,15,15,1,0.4982987344264984,0.4982987344264984
2016,29,12,1,4.42067221229081e-06,0.9974789023399353
2017,29,36,0,0.016829311847686768,0.9808361530303955
2018,29,17,1,1.2709978364000563e-05,0.9804689288139343
2019,29,37,1,0.00028797186678275466,0.6461827158927917
2020,34,10,0,0.023211395367980003,0.9766442179679871
2021,29,6,1,2.9609065677504987e-05,0.8881946206092834
2022,29,37,1,0.0017879005754366517,0.662420392036438
2023,29,36,1,0.19326607882976532,0.7614994049072266
2024,29,36,0,0.003397792112082243,0.926074743270874
2025,29,21,0,8.116938261082396e-05,0.971416711807251
2026,29,25,0,0.0007092927116900682,0.9774317741394043
2027,7,7,1,0.9949272871017456,0.9949272871017456
2028,23,25,0,0.0002891992044169456,0.9682139754295349
2029,29,21,0,1.2656330000027083e-05,0.9232680201530457
2030,29,17,0,9.667876383900875e-07,0.9982925057411194
2031,29,17,1,6.885351808705309e-07,0.9990317821502686
2032,29,6,1,0.010627370327711105,0.4081336557865143
2033,11,37,0,0.020065555348992348,0.6234397292137146
2034,36,36,1,0.8797934651374817,0.8797934651374817
2035,29,21,0,0.0047316295094788074,0.5215834379196167
2036,29,22,0,0.0061747170984745026,0.6764519214630127
2037,29,17,0,1.55016896314919e-05,0.8417813777923584
2038,29,41,0,0.12317245453596115,0.5125932097434998
2039,29,29,0,0.7488591074943542,0.7488591074943542
2040,36,36,1,0.4920201599597931,0.4920201599597931
2041,36,41,1,0.05502879247069359,0.520254909992218
2042,29,17,1,5.90098716202192e-06,0.9974237680435181
2043,29,21,1,1.5030249414849095e-05,0.9970043301582336
2044,29,17,1,2.145164671674138e-06,0.992728590965271
2045,29,25,0,2.0090492398594506e-05,0.9970269799232483
2046,10,19,0,3.901764761976567e-12,0.9994890689849854
2047,29,20,1,0.13293498754501343,0.3733787536621094
2048,29,15,1,0.0034438385628163815,0.8464396595954895
2049,29,17,1,5.782275366073009e-06,0.9971169233322144
2050,34,10,1,0.013755368068814278,0.9680764675140381
2051,29,21,0,5.130370936967665e-06,0.9990291595458984
2052,29,25,0,7.120827831386123e-06,0.9972866773605347
2053,29,25,0,0.00022243501734919846,0.8441442251205444
2054,15,36,1,0.14151334762573242,0.7487955093383789
2055,29,37,1,0.012050192803144455,0.5009196400642395
2056,29,29,1,0.993725597858429,0.993725597858429
2057,29,17,0,7.681323950237129e-07,0.9993174076080322
2058,22,22,0,0.5097397565841675,0.5097397565841675
2059,23,15,0,0.2870040237903595,0.37105056643486023
2060,29,36,1,0.002225936623290181,0.9367510080337524
2061,29,17,1,4.561929927149322e-07,0.9994294047355652
2062,11,27,0,7.342376306951337e-07,0.8246168494224548
2063,41,15,1,0.26771819591522217,0.40755900740623474
2064,29,12,0,3.3633913432140616e-08,0.9996417760848999
2065,29,37,1,0.00022571804584003985,0.5433920621871948
2066,29,37,0,3.3116491977125406e-05,0.8086116313934326
2067,11,11,1,0.6198416948318481,0.6198416948318481
2068,29,21,0,7.724863280600403e-06,0.9979100823402405
2069,11,11,0,0.7634455561637878,0.7634455561637878
2070,29,17,0,2.294144678671728e-06,0.9981219172477722
2071,29,41,0,0.0003017211565747857,0.9877930283546448
2072,29,20,0,7.01590470271185e-05,0.9867779016494751
2073,11,11,1,0.9955750703811646,0.9955750703811646
2074,29,21,0,0.00023329736723098904,0.9425374865531921
2075,29,22,0,2.6471016099094413e-05,0.9960149526596069
2076,29,17,1,1.5391285614896333e-06,0.9951891899108887
2077,29,5,0,0.00016496458556503057,0.4892324209213257
2078,10,41,1,0.002368547720834613,0.719183087348938
2079,24,25,1,0.0005615460104309022,0.5968788862228394
2080,29,17,0,1.6254493857559282e-06,0.9984266757965088
2081,29,17,1,6.25700749878888e-06,0.9885741472244263
2082,29,20,0,5.515366410691058e-06,0.9984330534934998
2083,36,41,0,0.03079158067703247,0.8543837666511536
2084,29,31,0,0.04543156921863556,0.7134276628494263
2085,29,43,1,3.947800166770321e-07,0.9424566626548767
2086,36,41,1,0.08079641312360764,0.7070910334587097
2087,11,37,0,0.1315910369157791,0.6508866548538208
2088,29,41,0,0.06366252899169922,0.562358558177948
2089,29,27,1,7.607836323586525e-06,0.5710222125053406
2090,36,22,1,0.021103573963046074,0.4284062087535858
2091,29,22,1,0.00036301661748439074,0.9780263304710388
2092,11,29,1,0.41127315163612366,0.5836852788925171
2093,29,12,1,3.684089051603223e-06,0.9815196990966797
2094,29,11,0,0.08034277707338333,0.9188423752784729
2095,29,37,1,0.00014174182433634996,0.9762411713600159
2096,29,17,1,2.9645650556631153e-06,0.9857755899429321
2097,29,17,1,1.8472877854947e-05,0.9532371759414673
2098,29,31,0,1.1071510925830808e-06,0.7933065295219421
2099,36,22,1,0.022162718698382378,0.8724682927131653
2100,29,17,0,3.7917320696578827e-06,0.9986536502838135
2101,29,17,0,4.127408465137705e-05,0.9767317771911621
2102,29,21,1,7.236517376441043e-06,0.9990600943565369
2103,29,31,0,1.0197340088780038e-05,0.6332413554191589
2104,29,25,0,4.5949289528834925e-07,0.9987221360206604
2105,29,6,1,2.32799538935069e-06,0.9866129755973816
2106,29,17,1,2.0506264263531193e-05,0.9773126840591431
2107,10,38,1,1.0917979409441614e-07,0.7937559485435486
2108,15,41,0,0.1875443160533905,0.38928094506263733
2109,29,41,0,8.193752728402615e-05,0.997484564781189
2110,29,36,0,0.019610896706581116,0.9677102565765381
2111,34,10,0,0.0722745880484581,0.7175724506378174
2112,29,6,0,3.0727142075193115e-06,0.9588626623153687
2113,29,5,0,0.000667962187435478,0.8799494504928589
2114,29,17,0,0.00022367494239006191,0.6687843799591064
2115,29,7,0,0.287436842918396,0.3674953579902649
2116,29,41,0,0.05720650777220726,0.7853368520736694
2117,36,36,1,0.8751874566078186,0.8751874566078186
2118,29,17,1,2.579410829639528e-05,0.5940988659858704
2119,11,37,0,0.07378214597702026,0.537408173084259
2120,29,21,0,0.00022267535678111017,0.4910072088241577
2121,29,27,1,1.2419017991760484e-07,0.7937495708465576
2122,29,5,0,0.00010303583258064464,0.7800306081771851
2123,29,6,1,7.466618262697011e-05,0.9639467597007751
2124,29,41,1,0.001318147755227983,0.9763568639755249
2125,29,31,1,0.07407846301794052,0.680086612701416
2126,29,40,0,0.000625207438133657,0.5515795350074768
2127,29,36,0,0.0328950360417366,0.9648337364196777
2128,29,40,0,3.24669927067589e-05,0.983053982257843
2129,11,11,0,0.6957492828369141,0.6957492828369141
2130,29,17,0,8.182065357686952e-06,0.9818615913391113
2131,29,25,0,3.851731378290424e-07,0.9994301199913025
2132,29,17,1,9.31152499106247e-06,0.9966529011726379
2133,29,17,1,7.260078746185172e-06,0.9911705255508423
2134,29,37,1,0.004526079166680574,0.5734933614730835
2135,15,41,0,0.2631553113460541,0.5844715237617493
2136,24,42,0,0.02355365827679634,0.9267973899841309
2137,29,12,1,1.2893198508834303e-08,0.9986571073532104
2138,10,18,1,0.08907576650381088,0.8680822849273682
2139,29,17,0,0.0001722717279335484,0.635563313961029
2140,11,29,0,0.48970556259155273,0.5097102522850037
2141,29,22,1,0.00010977646888932213,0.9854462146759033
2142,29,11,0,0.0038063714746385813,0.9957341551780701
2143,36,36,0,0.5454484224319458,0.5454484224319458
2144,29,21,0,4.703038484876743e-06,0.9989179372787476
2145,23,36,0,0.048030734062194824,0.9096028208732605
2146,29,36,1,0.013468890450894833,0.9612123966217041
2147,15,41,1,0.10492601990699768,0.7259529232978821
2148,29,17,0,1.2469628927647136e-05,0.9970535039901733
2149,11,5,1,1.7540477514899067e-08,0.739109992980957
2150,23,12,0,7.183007255662233e-05,0.5280853509902954
2151,11,11,0,0.9723896384239197,0.9723896384239197
2152,10,38,0,5.411864734128358e-09,0.9818108081817627
2153,29,21,0,0.0001105236733565107,0.6594606041908264
2154,10,18,1,0.056157030165195465,0.9197788238525391
2155,29,15,1,0.0021990134846419096,0.9866147637367249
2156,29,41,1,0.00559892738237977,0.8968802690505981
2157,29,36,0,0.06119874119758606,0.9142642617225647
2158,29,29,0,0.8053211569786072,0.8053211569786072
2159,29,21,0,1.3680953998118639e-05,0.9979963898658752
2160,11,40,0,3.1356186809716746e-05,0.8869907855987549
2161,29,21,1,4.375982371129794e-06,0.9986608028411865
2162,7,7,0,0.9878678321838379,0.9878678321838379
2163,10,9,0,0.0014181428123265505,0.6619113087654114
2164,29,5,0,3.9692629798082635e-05,0.7972428798675537
2165,29,21,1,0.00026540117687545717,0.9458119869232178
2166,34,2,0,1.294774506277463e-06,0.8023064136505127
2167,23,21,0,3.1765594030730426e-05,0.699851930141449
2168,29,41,0,0.021913154050707817,0.9476684927940369
2169,15,41,0,0.1925625205039978,0.6168588399887085
2170,29,21,1,1.760922714311164e-05,0.998201847076416
2171,34,10,0,0.02279525063931942,0.9771459102630615
2172,29,17,1,1.9300399799249135e-05,0.98155277967453
2173,29,15,0,0.00439258711412549,0.9686344861984253
2174,29,21,1,2.134121496055741e-05,0.9986572265625
2175,29,17,1,7.83567338658031e-06,0.9977601766586304
2176,29,5,1,0.00011745373922167346,0.8854272961616516
2177,29,17,0,1.939411049534101e-06,0.9805044531822205
2178,29,41,1,0.22571927309036255,0.437563955783844
2179,24,12,0,5.606068043562118e-06,0.5004937648773193
2180,7,4,1,3.6406339631867013e-07,0.7379245758056641
2181,29,41,0,0.12729403376579285,0.49331438541412354
2182,29,17,1,3.1400725220009917e-06,0.9962666630744934
2183,29,41,0,0.010783613659441471,0.8681705594062805
2184,36,41,0,0.022826680913567543,0.648796796798706
2185,36,41,0,0.21694941818714142,0.3902231454849243
2186,11,11,0,0.8433689475059509,0.8433689475059509
2187,29,17,0,0.0005048403982073069,0.8553252220153809
2188,29,5,0,0.00017704252968542278,0.8286011219024658
2189,29,21,0,3.445661786827259e-05,0.9808908700942993
2190,29,40,1,5.585747658187756e-06,0.9155246615409851
2191,36,41,1,0.16571882367134094,0.4831852316856384
2192,11,6,0,2.391191264905501e-05,0.5931387543678284
2193,24,12,0,0.0007043922087177634,0.689429759979248
2194,29,27,1,4.934649950882886e-07,0.6279029250144958
2195,34,33,0,5.0397524375966896e-08,0.6393898725509644
2196,10,26,0,6.725016282871366e-05,0.7774359583854675
2197,15,41,1,0.17539890110492706,0.5518364906311035
2198,36,41,1,0.28832361102104187,0.40989381074905396
2199,29,17,1,2.99180464935489e-06,0.9843249320983887
2200,29,29,1,0.5087900161743164,0.5087900161743164
2201,29,21,0,4.469243322091643e-06,0.9993528723716736
2202,29,36,1,0.22860468924045563,0.7655965685844421
2203,23,6,0,0.009976144880056381,0.5511870980262756
2204,11,11,0,0.6948161125183105,0.6948161125183105
2205,11,27,1,4.254086150012881e-07,0.6111524701118469
2206,29,36,0,0.0030416036024689674,0.9958013892173767
2207,29,31,0,1.5661780139453185e-07,0.9703218340873718
2208,41,41,0,0.4841364026069641,0.4841364026069641
2209,10,11,0,0.2385922074317932,0.3694959282875061
2210,34,29,0,0.4257816970348358,0.504575252532959
2211,11,11,0,0.6739255785942078,0.6739255785942078
2212,29,12,1,3.0479008273687214e-05,0.9029229283332825
2213,29,17,0,1.3896604968977044e-06,0.9993051290512085
2214,22,41,1,0.1931610107421875,0.43356916308403015
2215,29,24,0,0.08108622580766678,0.6240561008453369
2216,15,41,0,0.07667584717273712,0.6695220470428467
2217,29,25,0,3.715750790433958e-05,0.9940139651298523
2218,29,11,0,0.004496527370065451,0.9951306581497192
2219,11,40,0,0.0003787208115682006,0.9016150236129761
2220,29,21,1,6.092335388530046e-05,0.7671555280685425
2221,24,32,1,0.0275224968791008,0.6946340203285217
2222,29,12,1,0.0011159643763676286,0.4049626290798187
2223,29,36,0,0.18734422326087952,0.7560107707977295
2224,24,25,1,0.001040829112753272,0.6470484733581543
2225,10,9,1,0.00022361398441717029,0.8851822018623352
2226,29,12,0,0.00042214684071950614,0.6900877952575684
2227,29,37,1,0.011481094174087048,0.702982485294342
2228,29,17,0,4.146405899518868e-06,0.9976509213447571
2229,11,27,1,8.864192579949304e-08,0.6246808767318726
2230,29,15,1,0.08494079113006592,0.6477997303009033
2231,29,17,0,5.153101028554374e-06,0.9949687123298645
2232,29,17,1,0.00015601443010382354,0.8566294312477112
2233,29,12,1,7.55753788439506e-08,0.9890143275260925
2234,29,5,1,2.2346046534948982e-05,0.9717128872871399
2235,29,29,0,0.6716962456703186,0.6716962456703186
2236,11,29,1,0.18831013143062592,0.78277987241745
2237,29,31,0,0.0001336584537057206,0.8300831913948059
2238,7,7,0,0.8176919221878052,0.8176919221878052
2239,29,21,0,6.203792145242915e-05,0.9533175230026245
2240,29,41,1,0.029937833547592163,0.8632697463035583
2241,29,17,1,4.987404736311873e-06,0.9951863884925842
2242,29,17,1,0.0006391000933945179,0.8235530257225037
2243,29,6,0,2.6058994535560487e-06,0.6536712050437927
2244,29,41,0,0.0008217557333409786,0.9917803406715393
2245,41,41,0,0.3168862462043762,0.3168862462043762
2246,29,17,0,1.726237201182812e-06,0.9990801811218262
2247,29,36,1,0.19140693545341492,0.7866922616958618
2248,34,5,1,0.0005380287184379995,0.6419650912284851
2249,15,36,0,0.221894770860672,0.3725367486476898
2250,29,11,0,0.40318915247917175,0.5964736342430115
2251,29,36,1,0.10675100237131119,0.8670762181282043
2252,10,18,1,0.0015832595527172089,0.9910299777984619
2253,29,41,0,0.012356344610452652,0.9426991939544678
2254,29,41,1,0.0010871230624616146,0.9927566647529602
2255,29,41,1,0.003168795956298709,0.9734346270561218
2256,34,35,0,3.715963657668908e-06,0.9875468611717224
2257,29,36,1,0.000346869055647403,0.9974478483200073
2258,29,36,1,0.0007045783568173647,0.9983274340629578
2259,24,10,0,0.006124358158558607,0.8802509903907776
2260,29,20,0,0.00021734675101470202,0.9779579043388367
2261,29,21,0,0.0002206924109486863,0.4446776807308197
2262,29,41,0,0.00023486845020670444,0.9947025179862976
2263,34,10,1,0.022459618747234344,0.9774252772331238
2264,10,27,1,1.9446526493993588e-05,0.47143861651420593
2265,29,36,1,0.003934667911380529,0.9874780178070068
2266,29,17,1,2.008116780416458e-06,0.9977295994758606
2267,41,41,0,0.5397096872329712,0.5397096872329712
2268,29,11,1,0.09544146060943604,0.9034514427185059
2269,11,37,1,0.0013641795376315713,0.4624375104904175
2270,15,41,0,0.051971375942230225,0.7763563394546509
2271,36,36,1,0.5710048675537109,0.5710048675537109
2272,29,17,1,5.921299361943966e-06,0.9817028045654297
2273,29,41,1,0.09749309718608856,0.39506393671035767
2274,29,12,0,1.849192798886179e-08,0.9947604537010193
2275,41,36,1,0.07018054276704788,0.5855201482772827
2276,15,36,0,0.1119346097111702,0.7083573937416077
2277,29,20,1,1.9252071069786325e-05,0.9990230798721313
2278,29,21,1,1.1865425221913029e-05,0.9983885288238525
2279,29,12,1,0.0004121277597732842,0.847832202911377
2280,29,12,1,2.471147730886969e-09,0.9990652203559875
2281,29,36,1,0.06793700158596039,0.9275627136230469
2282,29,20,1,9.690182923804969e-05,0.9942256808280945
2283,29,22,0,0.0001521370722912252,0.9663305282592773
2284,29,15,1,0.0014740031911060214,0.8205327391624451
2285,41,22,1,0.1494673192501068,0.5271386504173279
2286,29,25,1,0.0008996145334094763,0.9892793297767639
2287,29,12,0,0.0009824425214901567,0.9540386199951172
2288,29,12,1,6.743243261553289e-07,0.9546372890472412
2289,10,19,0,3.969653217250624e-10,0.9926597476005554
2290,29,36,1,0.0016667717136442661,0.9964421391487122
2291,11,31,1,0.01129964180290699,0.49403902888298035
2292,29,21,0,1.2684936336881947e-05,0.9915856122970581
2293,29,21,0,2.4356229459954193e-06,0.9995444416999817
2294,29,21,1,0.0005820089718326926,0.7258158922195435
2295,29,40,1,9.609732842363883e-06,0.8618239164352417
2296,36,22,1,0.017802011221647263,0.45049262046813965
2297,24,29,1,0.2183637022972107,0.4511561393737793
2298,22,41,0,0.2220599353313446,0.5256613492965698
2299,29,17,1,7.98481996753253e-05,0.9833943843841553
2300,15,36,1,0.09804517775774002,0.7812390327453613
2301,10,38,0,1.70935081200696e-07,0.9708499908447266
2302,29,21,0,1.5810814147698693e-05,0.9983503818511963
2303,29,41,1,0.059721689671278,0.419424831867218
2304,34,10,0,0.005508594214916229,0.9901301264762878
2305,29,27,0,1.2643504021525587e-07,0.987311601638794
2306,36,36,0,0.8668879866600037,0.8668879866600037
2307,29,17,1,8.57125201036979e-07,0.9994392991065979
2308,29,21,1,9.540024620946497e-05,0.9948251247406006
2309,11,37,0,0.008822537958621979,0.9774734973907471
2310,29,6,1,3.3946953692520765e-08,0.9985501170158386
2311,29,20,1,0.0009528971859253943,0.728230893611908
2312,29,36,0,0.021578175947070122,0.9549885392189026
2313,11,26,1,7.893904125921836e-07,0.7497043013572693
2314,29,25,1,0.0001257460389751941,0.812279462814331
2315,23,12,0,0.00011604915198404342,0.9721335172653198
2316,15,41,0,0.1908123642206192,0.6998699903488159
2317,11,37,0,0.0007998248911462724,0.5001006722450256
2318,29,17,1,3.3697879189276136e-06,0.9945452213287354
2319,29,25,0,0.027902526780962944,0.40113458037376404
2320,29,21,1,2.1589936295640655e-05,0.9976919889450073
2321,36,36,0,0.501266598701477,0.501266598701477
2322,11,27,0,1.2046731612258554e-08,0.9298844933509827
2323,29,22,1,0.030271120369434357,0.3595177233219147
2324,34,38,0,2.99873249787197e-07,0.9271414279937744
2325,29,21,1,3.2356572774006054e-05,0.9828841090202332
2326,15,41,1,0.15306007862091064,0.5903181433677673
2327,11,11,1,0.6004632711410522,0.6004632711410522
2328,29,29,0,0.7380231618881226,0.7380231618881226
2329,29,17,1,8.014975901460275e-05,0.9775332808494568
2330,7,4,1,1.8535853314460837e-06,0.8271253108978271
2331,29,17,1,9.688180853117956e-07,0.9993250370025635
2332,29,17,0,6.6909101406054106e-06,0.9982990622520447
2333,29,29,1,0.783166229724884,0.783166229724884
2334,15,41,0,0.10897336900234222,0.703323483467102
2335,22,41,1,0.31142526865005493,0.579466700553894
2336,15,41,0,0.34988316893577576,0.36874550580978394
2337,29,20,1,1.3552962627727538e-05,0.9980857372283936
2338,29,31,1,6.187615895214549e-07,0.841583251953125
2339,29,11,0,0.1010812520980835,0.741601824760437
2340,37,37,0,0.3514220714569092,0.3514220714569092
2341,29,17,1,7.76067390688695e-05,0.9920603036880493
2342,29,17,1,7.511419244110584e-05,0.9866883158683777
2343,23,17,0,5.365686592995189e-05,0.7392920851707458
2344,29,21,0,6.429343193303794e-05,0.9928245544433594
2345,10,19,1,3.930102909777133e-09,0.9137869477272034
2346,23,12,1,5.051252173871035e-06,0.7792508602142334
2347,11,27,0,5.02366638102103e-05,0.7646704316139221
2348,29,21,1,1.671499921940267e-05,0.9965124726295471
2349,29,37,0,0.0002473248459864408,0.8361440300941467
2350,29,21,1,2.253053753520362e-05,0.9564833045005798
2351,41,41,0,0.56032794713974,0.56032794713974
2352,29,41,0,0.03420698642730713,0.8983883857727051
2353,36,36,1,0.5857860445976257,0.5857860445976257
2354,11,11,1,0.7675859332084656,0.7675859332084656
2355,18,18,1,0.7072679996490479,0.7072679996490479
2356,10,19,1,1.2393381876307785e-09,0.8754502534866333
2357,29,5,1,4.4128014451416675e-06,0.9870539307594299
2358,29,21,1,1.5132416592678055e-05,0.9918674826622009
2359,39,25,1,0.00011901481047971174,0.4752226173877716
2360,29,40,1,7.94293919170741e-06,0.8843680024147034
2361,29,41,1,0.0020401454530656338,0.9902417063713074
2362,29,21,1,4.376931246952154e-05,0.9717020988464355
2363,29,21,0,1.7157766706077382e-05,0.9983249306678772
2364,29,21,0,2.785850938380463e-06,0.9983955025672913
2365,29,41,1,0.039110176265239716,0.7275378704071045
2366,36,41,0,0.16206857562065125,0.3396354913711548
2367,29,17,1,2.126041408700985e-06,0.9987599849700928
2368,23,12,0,2.316932841495145e-05,0.9517261981964111
2369,29,6,0,3.059737991861766e-07,0.9707401394844055
2370,29,21,0,4.8767164116725326e-05,0.9833048582077026
2371,29,40,1,7.002976053627208e-05,0.8301534056663513
2372,29,12,1,0.00011044892744394019,0.9890179634094238
2373,29,17,0,1.007582886813907e-05,0.9974911212921143
2374,36,41,0,0.06678185611963272,0.648547887802124
2375,29,11,0,0.35751691460609436,0.6167449355125427
2376,29,31,0,1.8646736634764238e-06,0.8195615410804749
2377,29,0,1,4.102079120826829e-09,0.9920793175697327
2378,29,36,0,0.0021969268564134836,0.9962911605834961
2379,34,10,1,0.05810197815299034,0.9410779476165771
2380,29,6,1,0.0017270722892135382,0.4177425503730774
2381,15,41,0,0.2006153017282486,0.3651466965675354
2382,10,37,1,0.0027903460431843996,0.25486791133880615
2383,29,21,0,4.324755082052434e-06,0.999326229095459
2384,36,41,0,0.017626848071813583,0.8439548015594482
2385,29,41,0,0.0068378509022295475,0.90135258436203
2386,29,17,0,0.0007593509508296847,0.4488140344619751
2387,36,36,1,0.8539363741874695,0.8539363741874695
2388,29,12,0,1.7836101733337273e-06,0.9872961044311523
2389,15,41,1,0.14045749604701996,0.4320743680000305
2390,11,31,0,0.018920568749308586,0.6244103908538818
2391,29,17,1,0.00025874192942865193,0.9689841270446777
2392,29,17,1,2.1423549696919508e-05,0.9940199851989746
2393,29,21,0,0.0002569502976257354,0.9184766411781311
2394,15,36,1,0.039766669273376465,0.83003169298172
2395,29,41,0,0.13608458638191223,0.7152554392814636
2396,29,21,0,0.00012326336582191288,0.9673567414283752
2397,29,17,0,1.5020093087514397e-05,0.9968125224113464
2398,24,37,1,0.12205810844898224,0.7405745387077332
2399,29,36,1,0.010201158933341503,0.9866857528686523
2400,29,17,1,5.245810098131187e-05,0.9585899114608765
2401,29,17,0,7.962585186760407e-07,0.9990760087966919
2402,29,21,1,1.0179214768868405e-05,0.9669880867004395
2403,36,15,1,0.0330018624663353,0.4152146279811859
2404,29,21,0,9.502734883426456e-07,0.9997426867485046
2405,7,7,1,0.6419186592102051,0.6419186592102051
2406,29,17,0,9.767042502062395e-05,0.9842756390571594
2407,29,5,0,0.00012547153164632618,0.9383360743522644
2408,34,10,1,0.013396949507296085,0.9865699410438538
2409,15,36,1,0.01901836320757866,0.7728636264801025
2410,29,22,1,0.00029410028946585953,0.9619191288948059
2411,29,17,0,5.8717105275718495e-06,0.9980200529098511
2412,34,33,1,2.6368929262332585e-09,0.9113386273384094
2413,29,5,0,1.0045358067145571e-05,0.9904954433441162
2414,29,12,0,3.4581909858388826e-05,0.9900503158569336
2415,29,21,0,7.485153037123382e-05,0.9898228645324707
2416,34,27,0,1.5792633121236577e-06,0.4659225344657898
2417,29,17,0,2.241194749785791e-07,0.9992555975914001
2418,36,36,1,0.505001425743103,0.505001425743103
2419,29,36,1,0.06084747612476349,0.9176318049430847
2420,29,15,1,0.0019392484100535512,0.9810782074928284
2421,29,12,1,0.0002380043442826718,0.9904236197471619
2422,29,41,0,0.05783859267830849,0.5594247579574585
2423,11,31,0,0.00010292108345311135,0.598249077796936
2424,15,36,1,0.12228891253471375,0.3414822816848755
2425,29,21,0,0.001081953989341855,0.9547596573829651
2426,29,27,1,1.8085617625729355e-07,0.6641115546226501
2427,34,10,0,0.004591200966387987,0.9862151741981506
2428,29,11,1,0.15963342785835266,0.522957444190979
2429,29,25,0,1.8418944819131866e-05,0.8790507316589355
2430,29,21,1,0.00012481061276048422,0.9929366707801819
2431,29,21,1,1.5506904674111865e-05,0.9975361824035645
2432,15,36,1,0.10749145597219467,0.6204689741134644
2433,29,17,1,1.415643964719493e-06,0.9982249140739441
2434,23,11,1,0.0018097618594765663,0.6923633813858032
2435,29,17,1,4.718395757663529e-06,0.9962802529335022
2436,41,41,0,0.4148365557193756,0.4148365557193756
2437,29,17,1,2.856821083696559e-05,0.9726164937019348
2438,15,36,1,0.08170986920595169,0.8409875631332397
2439,29,31,0,7.891315181041136e-05,0.8333333730697632
2440,29,21,0,1.2568091733555775e-05,0.9975501894950867
2441,29,29,1,0.9104449152946472,0.9104449152946472
2442,10,38,0,1.0489928925494496e-08,0.49926134943962097
2443,29,27,0,8.338121915585361e-06,0.7741526961326599
2444,10,8,0,0.003911496605724096,0.83212810754776
2445,15,41,0,0.18012212216854095,0.5589494705200195
2446,43,26,0,0.0037307203747332096,0.5446125864982605
2447,29,12,0,4.010318207292585e-06,0.8905647397041321
2448,29,41,1,0.005022036377340555,0.8720552325248718
2449,29,12,0,0.0008646745700389147,0.6375075578689575
2450,29,21,1,6.72164833304123e-06,0.9989468455314636
2451,29,31,1,1.4303111129265744e-05,0.7844499945640564
2452,29,7,1,0.001686828676611185,0.9180295467376709
2453,29,6,1,4.294122746273388e-08,0.9990171194076538
2454,11,5,0,4.810217069461942e-05,0.7608355283737183
2455,34,10,1,0.2949312627315521,0.6465668678283691
2456,11,27,1,0.0005004641134291887,0.30170080065727234
2457,41,41,1,0.41575556993484497,0.41575556993484497
2458,29,37,0,8.663773041917011e-05,0.5932736396789551
2459,29,37,1,0.0002612671523820609,0.7457822561264038
2460,36,41,0,0.18195295333862305,0.6124197840690613
2461,11,11,0,0.7311199903488159,0.7311199903488159
2462,7,4,0,6.586142262676731e-07,0.992732584476471
2463,43,17,0,0.0022502560168504715,0.9004716873168945
2464,11,31,0,0.0019124665996059775,0.7147494554519653
2465,29,29,0,0.96827232837677,0.96827232837677
2466,29,27,1,2.662703082023654e-06,0.9281352758407593
2467,29,17,0,3.627673322625924e-06,0.997452437877655
2468,36,36,1,0.6592729687690735,0.6592729687690735
2469,29,12,0,3.2455734526593005e-06,0.8630191087722778
2470,15,41,1,0.19274261593818665,0.3343377709388733
2471,11,40,1,0.0012242341181263328,0.9652218818664551
2472,11,29,1,0.17468875646591187,0.7140182852745056
2473,29,36,0,0.03744789958000183,0.9310899972915649
2474,29,40,1,2.467005515427445e-06,0.9976478219032288
2475,29,31,0,1.0144104862774839e-06,0.9260321855545044
2476,29,29,0,0.6993635892868042,0.6993635892868042
2477,7,7,1,0.9356639385223389,0.9356639385223389
2478,29,11,0,0.2966552674770355,0.6971196532249451
2479,36,36,1,0.7197559475898743,0.7197559475898743
2480,29,12,1,1.531267344034859e-07,0.9946855306625366
2481,29,41,0,0.003038149094209075,0.9827789664268494
2482,29,17,1,1.2987841728318017e-05,0.7699318528175354
2483,29,17,1,8.737774624023587e-05,0.9346610307693481
2484,15,41,0,0.22918909788131714,0.6818098425865173
2485,34,13,1,5.038137018686939e-08,0.9685344696044922
2486,23,21,1,7.071041636663722e-06,0.9324404001235962
2487,29,41,0,0.04572178050875664,0.7151809930801392
2488,29,31,0,1.9715388077656826e-07,0.9725230932235718
2489,29,25,0,0.0001824846549425274,0.9815773367881775
2490,11,31,0,4.573698606691323e-05,0.6002492308616638
2491,22,36,0,0.12547297775745392,0.2823672592639923
2492,29,41,1,0.00030569956288672984,0.9170637726783752
2493,11,11,1,0.5985227227210999,0.5985227227210999
2494,29,25,1,0.004228080157190561,0.9534438848495483
2495,11,31,1,0.009016221389174461,0.7621903419494629
2496,11,11,1,0.776513934135437,0.776513934135437
2497,29,41,1,0.001994020538404584,0.9753432273864746
2498,29,36,1,0.0803382471203804,0.543445885181427
2499,29,36,0,0.06656833738088608,0.9275294542312622
2500,29,21,1,7.081232615746558e-05,0.9840164184570312
2501,41,41,1,0.2542456388473511,0.2542456388473511
2502,29,20,0,4.928052931063576e-06,0.999320387840271
